O*NET-SOC Code,Reading Comprehension,Active Listening,Writing,Speaking,Mathematics,Science,Critical Thinking,Active Learning,Learning Strategies,Monitoring,Social Perceptiveness,Coordination,Persuasion,Negotiation,Instructing,Service Orientation,Complex Problem Solving,Operations Analysis,Technology Design,Equipment Selection,Installation,Programming,Operations Monitoring,Operation and Control,Equipment Maintenance,Troubleshooting,Repairing,Quality Control Analysis,Judgment and Decision Making,Systems Analysis,Systems Evaluation,Time Management,Management of Financial Resources,Management of Material Resources,Management of Personnel Resources,Change in Employment
27-2021,3.0,3.25,2.88,3.0,1.5,1.0,3.12,3.0,3.0,3.0,3.0,3.75,2.5,2.38,3.0,2.75,2.88,2.0,0.88,0.0,0.0,0.0,1.88,1.38,0.88,1.0,0.0,1.38,2.88,2.12,2.38,3.0,1.0,1.12,2.5,-190.0
27-2023,3.12,3.0,2.5,3.12,2.12,0.75,3.5,3.0,2.88,3.12,2.75,3.0,2.62,2.75,2.75,2.75,2.75,1.0,0.5,0.12,0.0,0.0,0.75,0.12,0.12,0.38,0.0,1.0,3.0,2.0,1.88,2.88,0.0,0.0,2.0,2610.0
27-2031,2.88,3.0,2.5,3.0,0.38,0.0,2.62,2.88,2.75,3.0,3.0,3.75,2.62,2.12,2.75,2.62,2.12,0.62,0.12,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,2.25,1.75,1.38,2.5,0.0,0.0,2.0,-1550.0
27-2032,3.25,3.88,3.0,4.0,1.0,0.5,3.5,3.25,3.38,3.62,3.75,4.0,3.0,2.88,4.25,3.12,3.12,2.88,0.88,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.62,3.12,2.75,2.75,3.38,0.75,1.12,3.5,-1400.0
27-2041,3.44,3.69,3.5,3.63,1.44,0.56,3.56,3.06,2.94,3.44,3.25,3.63,2.88,2.81,3.25,2.94,3.25,2.31,0.75,0.12,0.0,0.62,0.75,0.0,0.0,0.0,0.0,0.62,3.31,2.69,3.0,3.31,1.56,1.19,3.06,-11300.0
27-2042,3.0,3.06,2.69,3.06,0.69,0.0,3.06,2.88,2.5,3.13,3.06,3.31,2.62,2.25,2.62,2.56,2.44,1.37,0.62,0.0,0.0,0.0,1.25,0.5,0.0,0.44,0.0,0.88,2.81,2.12,2.12,2.56,0.44,0.5,1.88,2230.0
27-3011,3.88,4.0,4.0,4.38,1.25,0.0,3.88,3.25,2.38,3.38,3.75,3.5,2.88,2.88,2.12,3.0,3.0,1.25,0.62,0.75,0.0,0.38,2.0,1.75,0.62,0.75,0.62,1.62,3.12,2.0,2.0,3.12,0.62,0.62,2.12,-990.0
27-3041,5.12,4.0,5.0,4.0,2.38,0.0,4.0,3.88,3.0,3.38,3.5,3.38,3.38,3.5,3.12,2.75,3.12,1.5,0.62,0.0,0.0,0.75,1.5,0.25,0.0,0.0,0.0,3.25,3.38,3.12,2.75,4.0,0.75,0.5,3.38,-1380.0
27-3042,4.88,3.88,5.0,3.75,0.62,0.25,3.88,3.62,2.25,3.0,2.75,3.0,2.88,2.38,2.75,1.88,3.0,2.5,0.38,0.0,0.0,0.38,0.5,0.0,0.0,0.12,0.0,1.88,3.0,2.12,1.25,3.0,0.38,0.62,2.12,2550.0
27-3043,4.37,3.75,4.9350000000000005,3.69,1.19,0.81,3.75,3.5,2.685,3.185,3.25,3.06,3.25,2.69,2.5,2.435,3.19,1.935,0.75,0.25,0.0,0.62,1.125,0.815,0.0,0.0,0.0,0.625,3.25,2.25,2.25,3.0,0.94,0.88,1.875,2360.0
27-3091,4.0,4.25,4.0,4.0,1.25,0.12,3.88,3.0,3.12,3.75,3.62,3.0,2.38,2.25,3.0,3.12,3.0,0.75,1.0,0.0,0.0,0.12,1.38,0.0,0.0,0.25,0.0,1.25,3.0,2.12,2.12,3.0,0.38,0.38,2.5,9410.0
27-4011,3.62,3.25,3.12,3.12,2.0,0.0,3.75,3.0,3.0,3.38,3.0,3.12,2.5,2.5,3.0,3.12,3.0,1.62,1.75,2.25,2.12,1.25,3.12,3.0,2.38,2.88,2.5,3.0,2.88,2.88,2.75,3.0,1.0,1.75,2.75,13760.0
27-4012,3.62,3.62,3.12,3.25,2.88,1.0,3.38,3.12,3.0,3.62,3.0,3.0,2.38,2.12,2.88,2.25,3.25,2.0,2.25,3.0,2.0,1.88,3.62,3.0,2.88,3.12,2.62,3.25,3.12,3.0,2.88,3.12,1.25,1.5,2.88,2050.0
27-4014,3.5,3.5,3.12,3.12,2.0,0.38,3.62,3.12,2.88,3.5,3.0,3.12,3.12,2.88,2.88,3.0,3.25,0.5,1.88,2.62,0.5,1.0,3.0,3.0,2.62,2.75,2.5,3.0,3.0,3.0,3.12,3.0,1.38,1.75,2.62,-860.0
27-4021,3.12,3.62,2.88,3.25,1.75,1.5,3.25,3.12,2.88,3.12,3.0,3.0,3.0,2.88,2.88,3.12,3.0,2.88,1.62,2.25,0.38,0.62,2.25,2.0,1.0,1.75,0.75,2.5,3.0,2.38,2.38,3.0,0.88,1.12,2.88,-1630.0
27-4031,3.25,3.25,2.88,3.12,1.88,0.0,3.5,3.0,2.88,3.12,3.12,3.75,2.88,2.38,2.75,2.88,3.12,2.12,2.0,2.88,0.12,0.5,3.0,2.88,2.0,2.12,1.88,3.0,3.12,2.12,2.12,3.12,0.75,1.62,2.75,3190.0
27-4032,3.75,3.75,3.12,3.25,1.75,0.0,3.5,3.25,2.75,3.0,2.88,3.0,3.0,2.62,2.62,2.62,3.12,2.0,1.38,1.25,0.0,0.62,2.12,1.25,0.5,1.25,0.5,2.38,3.12,2.88,2.75,3.0,0.88,0.75,1.88,3110.0
29-1011,4.5,4.12,3.88,3.88,2.5,3.75,4.12,3.88,3.12,3.38,3.88,3.38,3.25,2.5,3.12,3.75,3.62,2.25,0.75,0.0,0.0,0.5,1.62,1.75,0.0,0.62,0.0,1.88,3.62,3.12,3.25,3.25,1.5,1.75,2.88,5180.0
29-1021,5.0,4.0,4.0,4.0,3.0,3.75,4.38,4.5,3.75,4.0,3.75,4.0,3.88,3.12,3.88,3.75,4.12,2.38,2.12,2.12,0.38,0.75,2.62,2.88,0.88,1.5,0.62,2.75,4.12,3.0,3.0,4.0,3.0,3.0,3.75,12740.0
29-1022,5.25,4.0,3.88,4.12,2.75,3.88,4.75,4.5,3.38,3.88,3.88,3.5,3.25,2.75,3.5,3.88,4.38,3.38,1.88,1.88,0.0,0.5,2.38,3.0,1.38,1.5,1.25,2.62,4.12,3.25,3.5,3.25,1.5,1.5,3.12,-470.0
29-1023,4.12,3.88,4.0,4.0,2.38,3.62,4.0,3.88,3.38,3.75,3.75,3.62,3.25,3.25,3.75,3.38,3.62,3.88,1.75,1.25,0.12,0.25,2.75,2.25,0.0,1.12,0.0,2.12,3.75,3.0,2.88,4.0,1.5,1.88,3.25,-200.0
29-1024,3.88,3.88,3.38,3.88,2.5,3.12,4.0,3.25,3.12,3.5,3.75,3.12,3.0,2.88,3.25,3.5,3.75,3.62,2.12,1.38,0.38,0.62,2.5,2.38,1.12,2.25,1.0,3.0,3.38,2.5,2.5,3.38,2.0,2.0,3.25,-140.0
29-1031,4.88,4.0,4.25,4.12,3.0,3.62,4.12,4.12,4.12,4.12,4.25,3.88,4.0,3.62,3.88,4.12,4.12,3.38,1.25,0.0,0.0,1.0,1.75,0.0,0.0,0.62,0.0,3.0,4.0,3.5,3.62,3.5,3.38,2.88,3.5,8180.0
29-1041,4.88,4.25,4.0,4.0,3.0,3.88,4.25,3.88,3.12,3.5,3.88,3.5,3.38,3.0,3.25,3.75,3.88,2.12,0.88,0.0,0.0,1.12,2.12,2.25,0.0,1.88,0.0,2.88,3.88,3.12,3.12,3.25,2.12,2.12,3.12,6080.0
29-1081,5.38,4.62,3.88,4.25,3.0,3.75,4.25,4.75,3.62,3.62,4.0,3.75,3.38,3.12,3.75,3.75,4.0,2.62,2.25,1.62,0.0,0.75,2.25,2.25,0.0,2.0,0.0,2.5,4.12,3.25,3.12,3.5,2.88,2.88,3.12,860.0
29-1124,3.88,3.88,3.25,3.5,2.88,3.0,3.75,3.0,3.0,3.38,3.62,3.12,2.75,2.5,3.38,3.25,3.0,2.62,1.0,2.62,0.0,1.12,3.38,3.5,2.75,2.75,2.12,3.38,3.12,2.75,2.75,3.25,1.0,1.38,2.88,1480.0
29-1125,3.88,4.0,3.88,3.88,2.0,2.0,4.0,3.38,3.38,3.62,4.0,3.75,3.75,3.25,3.75,3.88,3.5,2.88,1.12,0.25,0.0,0.75,2.0,1.5,0.0,0.88,0.0,1.25,3.38,2.75,2.5,3.38,1.5,1.62,3.0,1120.0
29-1126,4.0,3.88,3.5,4.0,2.88,3.5,4.0,3.62,3.0,3.88,3.75,3.0,2.88,2.88,3.0,3.62,3.12,2.12,1.38,2.25,0.0,0.5,3.0,3.0,2.38,2.12,2.12,3.0,3.5,2.88,3.0,3.12,1.38,1.62,3.0,12680.0
29-1128,4.5,4.0,4.0,4.12,3.0,3.0,4.0,3.88,3.75,4.0,3.88,3.62,3.62,3.0,3.75,4.0,3.5,2.12,1.75,1.25,0.25,1.12,2.38,1.75,0.25,1.25,0.25,2.0,3.88,3.12,3.12,3.12,1.0,1.12,3.0,620.0
29-1129,4.0,4.0,3.875,4.0,1.87,1.315,4.0,3.815,3.815,4.0,4.6899999999999995,3.315,3.25,3.125,3.31,4.0,3.565,1.685,1.125,0.875,0.0,0.63,1.5,0.0,0.0,0.6200000000000001,0.0,1.13,3.815,3.12,3.25,3.25,0.94,1.5,3.0,400.0
29-1131,4.88,4.25,4.12,4.25,3.12,4.12,4.25,4.38,3.0,3.75,3.88,3.5,3.0,2.88,3.62,3.62,3.75,2.75,1.0,1.12,0.0,0.25,2.38,1.5,0.12,1.0,0.0,2.12,4.12,3.12,3.25,3.5,2.0,2.0,3.0,12070.0
29-1151,4.25,4.0,3.5,4.0,3.25,3.88,4.0,4.0,3.5,4.0,3.88,3.88,3.12,3.12,3.75,4.0,4.25,3.0,1.0,2.75,0.0,0.38,3.25,2.88,2.12,2.5,2.12,3.12,4.12,3.12,3.12,3.38,1.75,2.12,2.88,6980.0
29-1161,4.12,4.12,4.0,4.12,2.62,3.25,4.38,4.12,3.38,4.12,4.12,3.75,2.88,2.62,3.75,4.12,3.75,2.25,0.88,0.25,0.0,0.62,2.12,1.0,0.0,0.62,0.0,2.0,3.88,3.0,3.25,3.25,0.88,1.38,2.88,1820.0
29-1181,5.0,4.5,4.25,4.38,3.0,3.25,4.25,4.38,3.88,4.12,4.5,3.5,3.0,2.75,3.88,3.75,3.88,3.0,1.5,2.62,0.25,1.0,3.0,2.12,2.0,2.62,2.12,3.12,4.0,3.12,3.25,3.0,1.62,1.75,3.0,1340.0
29-2031,4.12,3.88,3.5,3.62,2.5,2.88,3.75,3.38,3.0,3.75,3.25,3.0,2.25,2.5,3.25,3.25,3.12,0.62,0.88,2.12,0.0,0.62,3.12,3.0,2.38,2.5,2.25,2.5,3.25,2.75,2.62,3.0,0.75,1.25,2.75,5030.0
29-2032,3.88,4.0,3.38,3.62,2.25,2.88,3.5,3.12,3.0,3.25,3.12,3.12,3.0,2.75,3.25,3.12,3.0,2.0,1.25,2.12,0.0,0.25,3.12,3.0,2.62,2.75,2.25,3.0,3.12,2.5,2.12,3.25,0.88,1.0,2.5,13030.0
29-2033,4.0,3.75,3.38,3.75,3.0,3.5,3.62,3.12,3.0,3.5,3.62,3.25,2.75,2.38,3.38,3.25,3.0,1.12,0.75,1.88,0.0,0.88,2.88,2.75,2.12,2.25,2.0,3.12,2.88,2.5,2.25,3.0,1.0,1.38,2.75,-2210.0
29-2034,3.88,3.81,3.25,3.75,2.25,2.19,3.37,3.06,2.81,3.25,3.38,3.25,2.62,2.25,3.0,3.06,2.88,0.81,0.94,0.81,0.0,0.62,3.06,3.12,0.63,1.81,0.25,2.5,3.0,2.06,2.12,3.0,0.81,0.88,2.69,13960.0
29-2035,3.88,3.88,3.25,3.75,2.62,2.25,3.62,3.0,3.0,3.88,3.12,3.0,3.0,2.88,3.0,3.0,3.12,0.38,0.75,2.12,0.0,0.88,3.12,2.88,1.25,2.62,0.88,2.88,3.0,2.88,3.0,3.0,0.88,1.5,2.25,4770.0
29-2051,3.25,3.12,3.12,3.25,3.0,1.75,3.12,3.12,3.12,3.88,3.12,3.12,3.0,2.62,3.0,3.5,3.0,2.25,1.0,0.0,0.0,0.5,2.75,2.12,0.0,1.75,0.0,2.88,3.0,2.88,2.88,3.0,2.0,2.0,2.88,540.0
29-2053,4.0,3.88,3.12,4.0,1.88,1.5,3.88,3.25,3.5,3.88,4.38,3.38,3.25,3.25,3.25,3.5,3.25,0.75,0.88,0.12,0.0,0.5,1.75,1.62,0.0,0.88,0.0,1.88,3.12,2.88,3.0,2.88,1.0,1.25,3.12,13930.0
29-2055,3.75,3.88,3.0,3.0,2.75,2.12,3.12,3.0,3.12,3.5,3.0,3.5,2.5,2.25,3.0,3.12,3.0,1.88,1.12,2.38,0.0,0.12,3.0,2.75,2.88,2.25,2.25,3.0,3.0,2.75,2.62,3.0,1.88,2.38,2.5,10550.0
29-2056,3.75,3.88,3.0,3.75,2.62,2.88,4.0,3.0,3.0,3.5,3.0,3.0,2.88,2.88,2.88,3.0,3.12,1.5,1.0,2.0,0.0,0.75,2.75,2.5,2.25,2.25,1.88,2.75,3.12,2.75,2.75,2.88,1.5,2.0,2.88,17350.0
29-2061,4.12,4.0,3.12,4.0,2.88,2.62,4.0,3.25,3.12,4.0,4.25,4.0,2.88,3.0,3.12,4.0,3.0,1.5,1.0,0.12,0.0,0.25,2.5,2.0,0.0,1.0,0.0,1.75,3.25,2.88,2.88,3.25,0.62,1.12,2.88,1900.0
29-2081,3.75,3.62,3.12,3.75,2.75,1.0,3.62,2.88,2.88,3.0,3.12,3.0,3.12,2.88,3.0,3.25,2.88,1.62,1.25,0.62,0.0,0.38,2.12,1.88,0.0,1.75,0.75,2.38,2.88,2.25,2.38,2.75,1.12,1.38,2.62,-780.0
29-2091,4.38,4.25,4.12,4.12,3.12,3.25,4.12,4.25,3.5,3.62,3.88,3.38,3.12,2.5,3.38,3.75,3.88,3.62,3.12,2.25,0.0,0.75,2.88,2.12,1.0,2.0,1.12,3.25,3.62,3.0,3.12,3.0,0.62,1.75,2.62,2000.0
29-2092,3.38,3.88,3.0,3.62,2.62,0.88,3.62,3.12,3.0,3.0,3.25,3.0,3.25,2.75,3.25,3.75,3.0,0.62,1.38,2.0,0.0,0.62,2.62,0.75,2.0,2.12,2.25,2.88,3.12,2.88,3.0,3.0,1.12,1.62,2.25,2640.0
29-9091,3.88,4.0,3.88,4.0,2.12,1.88,4.12,4.0,3.88,4.12,4.0,3.0,3.25,2.5,3.75,3.62,3.38,2.25,1.75,0.75,0.0,0.25,2.25,1.75,0.38,1.38,0.0,2.62,3.75,3.0,3.0,3.0,1.12,1.5,2.62,6200.0
29-9092,4.75,4.0,4.25,3.88,2.75,3.12,4.12,3.88,3.25,3.0,4.0,3.0,3.0,3.0,3.25,3.12,3.75,0.38,0.62,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.25,4.0,3.0,3.12,3.12,0.62,0.12,2.88,210.0
31-2011,3.62,3.88,3.62,3.38,2.25,1.62,3.25,3.0,3.12,3.38,3.75,3.5,3.25,3.12,3.12,3.25,3.12,0.62,1.0,0.12,0.25,0.38,2.62,1.75,0.25,1.62,0.38,1.75,3.0,3.0,2.62,3.25,0.75,1.88,2.62,12760.0
31-2012,3.38,3.62,3.0,3.5,1.75,0.75,3.38,3.0,3.0,3.12,3.5,3.0,2.88,2.25,3.0,3.75,2.88,1.62,0.62,0.38,0.0,0.12,2.12,1.12,0.75,1.12,0.75,1.62,2.88,2.12,2.12,2.88,0.5,0.88,2.38,-1010.0
31-2021,3.88,4.0,3.12,3.88,2.0,2.12,3.88,3.12,3.12,3.88,3.75,3.12,3.12,2.12,3.38,3.75,3.0,1.62,1.25,1.62,0.0,1.0,2.62,1.88,0.88,2.12,1.0,2.75,3.0,2.88,2.75,3.0,0.88,0.88,2.62,19930.0
31-2022,3.0,3.12,2.75,3.0,1.88,1.75,2.88,2.75,2.75,3.25,3.5,3.12,2.38,2.12,2.88,3.0,2.75,1.0,1.25,0.25,0.0,0.25,2.38,2.0,0.88,1.88,0.0,1.75,2.12,2.0,1.62,2.38,0.25,0.38,2.12,540.0
31-9011,3.12,3.25,2.88,3.62,1.5,1.0,3.25,3.0,2.88,3.0,3.25,1.88,1.62,1.75,2.25,3.12,2.75,1.25,1.12,0.0,0.0,0.0,0.5,0.0,0.0,0.38,0.0,1.0,2.88,2.12,2.38,2.38,0.5,0.88,0.88,19570.0
31-9093,2.88,3.0,2.75,2.75,2.25,1.0,2.88,3.0,2.62,3.0,2.62,2.88,1.62,1.38,2.25,2.5,2.5,0.38,0.5,2.0,2.12,0.75,3.0,2.62,2.62,2.62,2.38,3.12,2.75,2.12,2.0,2.75,0.88,2.0,1.62,6350.0
31-9094,4.0,4.12,3.62,3.12,1.0,0.62,3.12,2.88,2.12,2.88,2.75,2.12,1.38,1.25,1.62,2.0,2.5,0.88,0.12,0.0,0.0,0.5,0.75,0.12,0.0,0.0,0.0,1.12,2.62,1.38,1.38,2.75,0.0,0.12,1.12,-5430.0
31-9095,3.25,3.0,2.5,2.88,2.38,0.5,2.88,2.5,2.25,2.62,2.88,2.75,1.75,1.62,2.0,3.12,2.38,0.5,0.62,0.38,0.0,0.5,1.62,1.0,0.5,0.88,0.12,1.75,2.25,1.5,1.12,2.25,0.88,1.38,1.62,-3960.0
31-9097,3.25,3.5,3.0,3.75,2.12,2.12,3.25,3.0,3.0,3.0,3.25,3.0,2.5,1.75,3.0,3.25,2.38,0.25,0.62,1.0,0.0,0.62,1.75,1.25,0.75,1.62,0.62,2.25,2.62,2.0,1.88,3.0,0.75,1.12,2.38,16340.0
31-9099,3.875,3.69,3.19,3.435,2.25,1.13,3.375,2.875,2.75,3.31,3.435,3.06,2.625,2.37,3.0,3.19,2.87,0.435,0.94,1.31,0.0,0.38,2.375,1.75,1.69,1.5,1.315,1.565,3.06,2.565,2.62,2.75,0.81,1.31,2.25,-5710.0
33-1011,4.0,4.0,3.62,4.0,2.0,0.5,4.0,3.25,3.12,4.25,4.0,4.0,3.62,3.12,3.38,3.0,3.25,1.62,0.62,0.0,0.0,0.5,2.0,1.62,0.0,1.0,0.0,1.88,3.25,3.12,3.12,3.88,1.25,1.88,4.0,1280.0
33-1012,4.0,4.12,3.88,4.0,2.62,1.12,4.12,3.88,3.88,4.38,4.0,4.0,4.0,3.5,4.0,3.38,4.0,2.62,0.88,0.0,0.0,1.0,2.38,2.12,0.0,1.12,0.0,2.0,3.62,3.25,3.38,4.12,3.0,2.88,4.0,19920.0
33-1021,3.94,3.94,3.75,4.0,3.19,2.25,4.12,3.88,3.63,4.38,3.69,4.12,3.44,3.0,3.62,3.5,4.0,3.0,1.06,2.25,0.0,0.56,3.12,3.12,2.56,2.62,2.19,3.25,4.0,3.5,3.56,3.88,1.88,2.31,3.94,9720.0
33-2011,3.5,3.5,2.94,3.19,2.25,1.63,3.75,3.0,3.0,3.69,3.06,3.81,3.0,3.0,3.06,3.25,2.94,1.0,1.0,2.63,0.06,0.25,3.12,3.06,2.81,2.94,2.88,2.69,3.25,3.0,2.88,3.0,0.94,1.87,2.75,15830.0
33-2021,4.06,4.06,3.81,3.94,2.81,3.19,4.06,3.62,3.0,3.44,3.19,3.25,3.06,2.81,3.0,2.94,3.5,1.44,0.81,0.69,0.0,0.88,2.81,2.38,0.44,2.44,0.25,2.75,3.81,2.94,3.06,3.12,1.12,1.19,2.56,2340.0
33-2022,3.38,3.25,3.0,3.38,2.38,1.75,3.88,3.25,3.12,3.38,2.88,3.75,3.12,2.88,3.0,3.0,3.25,1.0,0.88,1.38,0.0,0.62,2.62,2.38,1.38,2.12,1.12,2.25,3.25,3.12,3.12,3.38,1.12,1.75,3.38,530.0
33-3011,2.88,3.12,2.25,3.0,0.75,0.0,3.12,2.12,2.0,3.25,3.38,2.88,2.88,2.75,2.12,2.5,2.38,0.25,0.38,0.0,0.0,0.25,1.5,0.75,0.0,0.38,0.0,1.12,3.0,1.38,0.75,2.38,0.25,0.38,2.12,3340.0
33-3012,3.75,3.38,3.12,3.62,2.0,0.62,3.62,3.0,3.0,3.88,3.75,3.62,3.12,3.0,3.0,2.75,2.75,0.5,0.62,0.0,0.0,0.5,2.25,2.0,0.0,1.62,0.0,1.88,3.0,2.5,2.38,3.0,0.12,0.38,2.5,-11370.0
33-3021,4.12,4.06,3.75,4.0,2.38,1.75,4.12,3.5,3.0,3.25,3.25,3.25,3.12,3.12,3.12,3.06,3.88,1.81,0.88,0.32,0.0,0.81,2.5,2.31,0.0,0.75,0.0,1.62,3.81,2.75,3.0,3.0,1.0,1.06,2.5,-3100.0
33-3031,4.12,3.75,3.38,3.62,2.88,2.75,4.0,3.5,3.0,3.5,3.5,3.38,3.38,2.88,3.12,3.12,3.25,2.5,0.75,1.25,0.0,0.5,2.62,2.88,1.88,1.88,1.88,2.75,3.25,3.25,3.25,3.0,0.75,0.62,2.88,980.0
33-3041,2.88,3.0,2.38,3.0,1.75,0.0,3.0,2.38,2.38,3.0,2.88,2.75,2.12,2.12,2.75,2.88,2.38,0.38,0.38,1.12,0.0,0.75,2.12,2.25,1.62,2.0,1.0,2.0,2.25,2.12,1.75,2.62,0.38,0.38,2.38,-1030.0
33-3052,3.25,3.25,3.0,3.88,2.0,0.12,3.38,3.0,3.25,3.5,3.25,3.25,3.38,3.12,3.0,3.0,3.0,1.75,0.62,0.0,0.0,0.75,2.25,2.25,0.0,1.5,0.0,1.62,3.12,2.75,2.25,3.12,1.12,1.12,2.88,1310.0
33-9011,3.0,3.38,2.88,3.0,1.25,0.25,3.5,2.88,2.62,2.88,2.88,3.0,2.88,2.5,2.62,2.88,2.75,1.38,0.25,0.38,0.0,0.38,1.75,1.5,0.12,0.38,0.0,1.25,2.88,1.88,2.12,2.88,0.75,1.0,2.0,-1470.0
33-9021,4.0,4.12,3.62,3.88,2.12,0.62,4.12,3.38,2.12,3.5,3.5,2.88,3.0,2.88,2.25,2.88,3.0,1.5,0.62,0.38,0.0,1.0,0.88,1.38,0.0,0.38,0.0,1.25,3.38,2.88,2.88,3.0,1.12,1.0,2.0,8120.0
33-9031,3.5,3.25,3.12,3.62,1.75,0.25,3.75,3.12,2.88,3.88,2.88,3.0,2.38,2.38,3.0,2.38,2.5,0.5,0.62,0.0,0.0,0.38,2.12,1.62,0.0,0.75,0.25,1.88,3.12,2.25,2.38,3.0,0.62,0.62,2.5,250.0
33-9091,2.0,2.75,1.75,2.5,0.62,0.0,2.5,1.62,0.88,2.62,2.5,2.5,1.75,1.38,1.5,2.62,1.88,0.25,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.38,0.0,0.25,2.5,0.88,0.75,1.62,0.38,0.5,1.0,18610.0
33-9092,2.88,3.12,2.62,3.0,0.62,0.62,3.0,2.75,3.0,3.5,3.25,2.88,2.5,2.0,2.5,3.12,2.62,0.25,0.0,0.5,0.0,0.0,1.25,0.5,0.25,0.75,0.25,1.5,3.0,1.12,1.38,1.88,0.12,0.38,2.0,8870.0
33-9093,3.0,3.5,2.62,3.0,1.62,1.0,3.5,3.0,2.75,3.12,3.0,3.38,3.0,2.5,2.88,2.75,2.75,1.38,0.0,1.62,0.0,0.88,2.88,2.5,1.5,1.88,1.25,2.5,2.88,2.0,2.38,2.12,1.0,1.12,2.38,3510.0
35-1011,3.25,3.62,3.0,3.88,3.12,0.75,3.88,3.75,3.25,4.12,3.75,4.0,3.75,3.75,3.12,3.12,3.25,2.38,1.12,1.88,0.0,0.5,2.75,2.0,1.12,1.75,1.0,3.12,3.25,3.0,3.0,3.88,3.12,3.25,3.75,10060.0
35-2011,2.62,2.38,2.0,2.12,1.62,0.0,2.38,2.25,1.62,2.25,2.62,2.12,2.12,2.12,2.0,2.12,2.12,0.38,0.25,0.0,0.0,0.0,1.75,1.5,0.0,0.0,0.0,1.25,2.12,1.25,1.12,2.12,0.62,0.38,1.5,7310.0
35-2012,2.88,3.0,2.62,2.88,2.75,0.0,2.88,2.88,2.75,3.0,2.88,3.12,2.5,2.0,2.75,3.0,2.88,1.62,0.75,0.62,0.0,0.0,2.38,2.0,0.25,1.12,0.0,2.5,2.88,2.0,2.12,3.0,1.88,2.62,3.0,-320.0
35-2013,3.0,2.88,2.5,3.0,2.0,0.5,3.0,3.12,2.25,3.0,2.88,2.88,2.62,1.75,0.62,3.62,2.88,2.0,0.75,0.62,0.0,0.25,2.0,1.88,0.0,1.25,0.0,2.12,2.75,2.0,1.88,2.88,2.62,3.0,2.5,-170.0
35-2021,2.12,2.38,2.12,2.12,1.88,0.0,2.12,2.12,2.12,2.12,2.12,2.12,2.0,1.75,2.12,2.12,2.12,0.25,0.12,0.12,0.0,0.0,1.88,1.38,0.0,1.38,0.0,1.88,2.12,1.25,1.25,2.25,0.62,0.88,1.88,13520.0
35-9021,2.12,2.25,1.75,2.12,1.0,0.0,2.12,2.0,1.25,2.12,2.0,2.12,1.88,2.0,1.38,2.0,2.12,0.25,0.12,2.0,0.0,0.0,2.12,2.12,2.0,2.0,2.0,2.0,2.12,1.12,1.12,2.12,0.75,0.88,2.0,12050.0
37-1011,3.25,3.12,3.0,3.38,2.12,0.0,3.25,2.88,3.0,3.88,3.38,3.5,3.12,3.0,3.12,3.12,2.88,1.5,0.38,1.12,0.0,0.0,2.0,1.75,1.75,1.88,1.38,2.62,2.88,2.12,2.38,3.75,2.5,3.0,3.88,-13410.0
37-1012,3.62,3.88,3.0,4.0,2.88,1.0,3.75,3.0,3.0,3.75,3.62,3.75,3.0,3.0,3.0,3.12,3.0,2.12,1.0,1.62,0.38,0.75,3.0,2.88,2.12,2.12,1.88,2.88,3.0,2.88,2.88,3.88,2.25,2.88,3.88,2390.0
